trace_id,model,y_true,y_pred,y_score,attack_family,attack_scenario,length,label_binary,error_type
T_53ace5140b64,rf_tfidf,0,1,0.685,,,132,0,false_positive
T_9f0fa86fd2ea,rf_tfidf,0,1,0.6125,,,114,0,false_positive
T_0fd4806bc8a1,rf_tfidf,0,1,0.8825,,,2425,0,false_positive
T_d36239688441,rf_tfidf,0,1,0.56,,,371,0,false_positive
T_99ff8137e8c2,rf_tfidf,0,1,0.7175,,,93,0,false_positive
T_4c41c51ec15f,rf_tfidf,0,1,0.975,,,211,0,false_positive
T_2fea8f85be9f,rf_tfidf,0,1,0.69,,,104,0,false_positive
T_1f910a3bee43,rf_tfidf,0,1,0.7575,,,128,0,false_positive
T_9719671fc1f3,rf_tfidf,0,1,0.515,,,515,0,false_positive
T_4fdf779e686b,rf_tfidf,0,1,0.755,,,306,0,false_positive
T_89d40dea07f3,rf_tfidf,0,1,1.0,,,2628,0,false_positive
T_47787bac74d7,rf_tfidf,0,1,0.7575,,,1286,0,false_positive
T_13d0df3ae59f,rf_tfidf,0,1,0.92,,,324,0,false_positive
T_e7d6d546c056,rf_tfidf,0,1,0.5025,,,269,0,false_positive
T_0b1178581e49,rf_tfidf,0,1,0.6475,,,813,0,false_positive
T_4f686c759d46,rf_tfidf,0,1,0.7175,,,143,0,false_positive
T_fd86f31590cc,rf_tfidf,0,1,0.56,,,2311,0,false_positive
T_babc520a157a,rf_tfidf,0,1,0.6375,,,106,0,false_positive
T_67dbef770b92,rf_tfidf,0,1,0.615,,,153,0,false_positive
T_a0eed63fbb42,rf_tfidf,0,1,0.905,,,351,0,false_positive
T_60e795777a41,rf_tfidf,0,1,0.5625,,,337,0,false_positive
T_60a7f92b451b,rf_tfidf,0,1,0.9975,,,1709,0,false_positive
T_2550b77b5d0c,rf_tfidf,0,1,0.8675,,,95,0,false_positive
T_bad99b2f623c,rf_tfidf,0,1,0.99,,,210,0,false_positive
T_ca38d569fb63,rf_tfidf,0,1,0.7175,,,123,0,false_positive
T_dd846b1f95c9,rf_tfidf,0,1,0.7175,,,107,0,false_positive
T_bbc42514c95f,rf_tfidf,0,1,0.6275,,,94,0,false_positive
T_6fc350fd6550,rf_tfidf,0,1,1.0,,,941,0,false_positive
T_78e1c1007553,rf_tfidf,0,1,0.82,,,256,0,false_positive
T_4548c5e93167,rf_tfidf,0,1,0.9825,,,129,0,false_positive
T_7e29a8c6b2fa,rf_tfidf,0,1,0.8375,,,133,0,false_positive
T_539970f0314b,rf_tfidf,0,1,1.0,,,2284,0,false_positive
T_df2c13a70890,rf_tfidf,0,1,0.88,,,166,0,false_positive
T_b9b42504e383,rf_tfidf,0,1,0.9,,,83,0,false_positive
T_b4314a59ea46,rf_tfidf,0,1,0.9975,,,854,0,false_positive
T_c43f74ba5f26,rf_tfidf,0,1,0.9125,,,251,0,false_positive
T_dc08a0ac4d9c,rf_tfidf,0,1,0.7175,,,156,0,false_positive
T_dbc242697457,rf_tfidf,0,1,0.5725,,,247,0,false_positive
T_6af3be78eac8,rf_tfidf,0,1,0.995,,,1104,0,false_positive
T_6cb39dd5ae9d,rf_tfidf,0,1,0.825,,,228,0,false_positive
T_edbf3f979418,rf_tfidf,0,1,0.9525,,,95,0,false_positive
T_0b040048c2c4,rf_tfidf,0,1,1.0,,,838,0,false_positive
T_c711a542eba8,rf_tfidf,0,1,0.965,,,2481,0,false_positive
T_b9d157d8115c,rf_tfidf,0,1,0.9125,,,176,0,false_positive
T_80e988ad9d82,rf_tfidf,0,1,0.9975,,,487,0,false_positive
T_97770c873afd,rf_tfidf,0,1,0.965,,,110,0,false_positive
T_a2ce63c9d696,rf_tfidf,0,1,0.69,,,257,0,false_positive
T_9db2d07d0f71,rf_tfidf,0,1,1.0,,,413,0,false_positive
T_a39240c8f226,rf_tfidf,0,1,0.69,,,99,0,false_positive
T_2e651ff2c0cd,rf_tfidf,0,1,0.7575,,,347,0,false_positive
T_18e7e05c3e42,rf_tfidf,0,1,0.8725,,,778,0,false_positive
T_16ee8e3b9f9f,rf_tfidf,0,1,0.675,,,798,0,false_positive
T_4b5733722ae9,rf_tfidf,0,1,0.6,,,1139,0,false_positive
T_2fc4d8a8b404,rf_tfidf,0,1,0.5525,,,545,0,false_positive
T_35d397a30152,rf_tfidf,0,1,0.9675,,,2252,0,false_positive
T_1b4f0ee93235,rf_tfidf,0,1,0.9125,,,154,0,false_positive
T_8299704b5bd1,rf_tfidf,0,1,0.8875,,,203,0,false_positive
T_96d8adbd72cb,rf_tfidf,0,1,0.88,,,287,0,false_positive
T_b97efd1c7e83,rf_tfidf,0,1,0.5725,,,1134,0,false_positive
T_36c5aac401de,rf_tfidf,0,1,0.715,,,1065,0,false_positive
T_35adf0600813,rf_tfidf,0,1,0.775,,,97,0,false_positive
T_d262274a7889,rf_tfidf,0,1,0.995,,,1121,0,false_positive
T_ed832d12bfe0,rf_tfidf,0,1,0.69,,,101,0,false_positive
T_020b64ede077,rf_tfidf,0,1,0.7575,,,98,0,false_positive
T_786d9b8b44d3,rf_tfidf,0,1,0.645,,,105,0,false_positive
T_d486dd6b76b8,rf_tfidf,0,1,0.6825,,,679,0,false_positive
T_38537531c5d9,rf_tfidf,0,1,0.81,,,166,0,false_positive
T_fb0a52d126c5,rf_tfidf,0,1,1.0,,,1953,0,false_positive
T_aa607bdedfcd,rf_tfidf,0,1,0.915,,,161,0,false_positive
T_a8b8e945d22e,rf_tfidf,0,1,0.875,,,91,0,false_positive
T_309fdfc44cc3,rf_tfidf,0,1,0.98,,,211,0,false_positive
T_7d712365afe4,rf_tfidf,0,1,0.6425,,,543,0,false_positive
T_83a539d58575,rf_tfidf,0,1,0.9975,,,957,0,false_positive
T_8967fc728991,rf_tfidf,0,1,0.6425,,,1697,0,false_positive
T_a2d426fe352e,rf_tfidf,0,1,0.54,,,1810,0,false_positive
T_f884923e43b5,rf_tfidf,0,1,0.6625,,,123,0,false_positive
T_21438e790f50,rf_tfidf,0,1,0.695,,,452,0,false_positive
T_4d737c6c2695,rf_tfidf,0,1,0.675,,,175,0,false_positive
T_40c1f12f7142,rf_tfidf,0,1,0.9125,,,196,0,false_positive
T_602f1e0e0249,rf_tfidf,0,1,0.5375,,,2064,0,false_positive
T_13d390b82c89,rf_tfidf,0,1,0.97,,,211,0,false_positive
T_de69cf628b00,rf_tfidf,0,1,0.525,,,146,0,false_positive
T_555fb19e1a09,rf_tfidf,0,1,0.7525,,,2196,0,false_positive
T_174a466c1a32,rf_tfidf,0,1,0.98,,,498,0,false_positive
T_37cb2cf59d56,rf_tfidf,0,1,0.8875,,,109,0,false_positive
T_1dba85caff2e,rf_tfidf,0,1,0.7575,,,144,0,false_positive
T_cfb9e1f0d66f,rf_tfidf,0,1,0.525,,,928,0,false_positive
T_762eb045c858,rf_tfidf,0,1,0.7475,,,2782,0,false_positive
T_7b4db61c8609,rf_tfidf,0,1,0.5375,,,1861,0,false_positive
T_6600f8a7f360,rf_tfidf,0,1,0.7725,,,1349,0,false_positive
T_f35d5595ca40,rf_tfidf,0,1,0.54,,,169,0,false_positive
T_3a39328e103e,rf_tfidf,0,1,0.69,,,2140,0,false_positive
T_30ee7aa409e7,rf_tfidf,0,1,1.0,,,1616,0,false_positive
T_223ccdc9eb87,rf_tfidf,0,1,0.5625,,,125,0,false_positive
T_34446f83c3c7,rf_tfidf,0,1,0.92,,,346,0,false_positive
T_34c4bdb45794,rf_tfidf,0,1,0.97,,,104,0,false_positive
T_270d09e9b562,rf_tfidf,0,1,0.9,,,506,0,false_positive
T_9cd9fb267dab,rf_tfidf,0,1,0.895,,,969,0,false_positive
T_e3df52ac3329,rf_tfidf,0,1,0.7625,,,1128,0,false_positive
T_d8f8300443cf,rf_tfidf,0,1,0.5275,,,107,0,false_positive
T_f2edf1330860,rf_tfidf,0,1,0.54,,,376,0,false_positive
T_350d95e9c732,rf_tfidf,0,1,0.7175,,,108,0,false_positive
T_040804584664,rf_tfidf,0,1,0.91,,,242,0,false_positive
T_5f7bfb40ff58,rf_tfidf,0,1,0.8975,,,209,0,false_positive
T_da9430baa6e5,rf_tfidf,0,1,0.8825,,,185,0,false_positive
T_76da07875ee7,rf_tfidf,0,1,0.9675,,,202,0,false_positive
T_75415a7df5ac,rf_tfidf,0,1,0.8425,,,338,0,false_positive
T_a16238b68465,rf_tfidf,0,1,0.7575,,,90,0,false_positive
T_ca8f3d124aa6,rf_tfidf,0,1,1.0,,,758,0,false_positive
T_59ccaa9c8df4,rf_tfidf,0,1,0.67,,,293,0,false_positive
T_9bba63974b33,rf_tfidf,0,1,0.82,,,464,0,false_positive
T_e99cee1369fd,rf_tfidf,0,1,0.935,,,340,0,false_positive
T_0b465fcbe8fa,rf_tfidf,0,1,0.9125,,,178,0,false_positive
T_dfc751cdc268,rf_tfidf,0,1,0.7575,,,111,0,false_positive
T_91b81400de46,rf_tfidf,0,1,1.0,,,665,0,false_positive
T_ef9445188801,rf_tfidf,0,1,0.8425,,,633,0,false_positive
T_54db8ff4bb04,rf_tfidf,0,1,0.81,,,415,0,false_positive
T_4728a94dc3cf,rf_tfidf,0,1,0.7575,,,2640,0,false_positive
T_e8660dfd804f,rf_tfidf,0,1,0.61,,,101,0,false_positive
T_1989b8b8d6dd,rf_tfidf,0,1,0.56,,,787,0,false_positive
T_35a173a24c95,rf_tfidf,0,1,0.9975,,,215,0,false_positive
T_ff2b6c45a24d,rf_tfidf,0,1,0.9975,,,871,0,false_positive
T_b80870232411,rf_tfidf,0,1,0.7175,,,95,0,false_positive
T_1361eb5d54c5,rf_tfidf,0,1,0.985,,,1403,0,false_positive
T_4b73dd29291c,rf_tfidf,0,1,0.975,,,151,0,false_positive
T_196933927e13,rf_tfidf,0,1,0.5425,,,93,0,false_positive
T_9f420bb835c1,rf_tfidf,0,1,0.7625,,,1248,0,false_positive
T_ded58d7cc440,rf_tfidf,0,1,0.69,,,311,0,false_positive
T_ed9e168d7694,rf_tfidf,0,1,0.5446428571428572,,,213,0,false_positive
T_eb4113e3241c,rf_tfidf,0,1,0.795,,,101,0,false_positive
T_e830b5647478,rf_tfidf,0,1,0.625,,,202,0,false_positive
T_446e2f45052e,rf_tfidf,0,1,0.87,,,172,0,false_positive
T_229fa6f1d97e,rf_tfidf,0,1,0.9,,,188,0,false_positive
T_f308cdcf062e,rf_tfidf,0,1,0.915,,,564,0,false_positive
T_52816edef218,rf_tfidf,0,1,0.975,,,128,0,false_positive
T_4322f8207b0b,rf_tfidf,0,1,0.94,,,997,0,false_positive
T_86c1bf44ed99,rf_tfidf,0,1,0.885,,,428,0,false_positive
T_13d7d445a3c4,rf_tfidf,0,1,0.7175,,,295,0,false_positive
T_e3839e756e33,rf_tfidf,0,1,0.595,,,1536,0,false_positive
T_dbaa56f19f0c,rf_tfidf,0,1,0.5225,,,661,0,false_positive
T_6bee13a8b1e4,rf_tfidf,0,1,0.81,,,1824,0,false_positive
T_1b32c400be7c,rf_tfidf,0,1,0.69,,,217,0,false_positive
T_40b39315782f,rf_tfidf,0,1,0.5146428571428572,,,162,0,false_positive
T_3a9031be45ce,rf_tfidf,0,1,0.62,,,219,0,false_positive
T_85f485f79b17,rf_tfidf,0,1,0.7175,,,672,0,false_positive
T_a23622cc8fb0,rf_tfidf,0,1,0.5575,,,706,0,false_positive
T_73123aa839ec,rf_tfidf,0,1,0.6675,,,1904,0,false_positive
T_33b44278f772,rf_tfidf,0,1,0.9125,,,87,0,false_positive
T_83bd3fdb96da,rf_tfidf,0,1,0.915,,,135,0,false_positive
T_b55f8a06b816,rf_tfidf,0,1,0.8575,,,108,0,false_positive
T_9a4d27541089,rf_tfidf,0,1,0.5025,,,478,0,false_positive
T_70488b3ca0e9,rf_tfidf,0,1,0.7175,,,335,0,false_positive
T_4ce9ad1a388b,rf_tfidf,0,1,0.59,,,2638,0,false_positive
T_20522eb92cc0,lstm_post_e128_h128_d0.1,0,1,0.9994237422943116,,,92,0,false_positive
T_3cee95d85970,lstm_post_e128_h128_d0.1,0,1,0.999858021736145,,,1399,0,false_positive
T_cfd8380b344c,lstm_post_e128_h128_d0.1,0,1,0.9941370487213136,,,584,0,false_positive
T_a2bff6f84e94,lstm_post_e128_h128_d0.1,0,1,0.9997538924217224,,,1301,0,false_positive
T_58e94c186ab5,lstm_post_e128_h128_d0.1,0,1,0.9995003938674928,,,395,0,false_positive
T_b4d0e8848786,lstm_post_e128_h128_d0.1,0,1,0.978574275970459,,,80,0,false_positive
T_a2cded267be0,lstm_post_e128_h128_d0.1,0,1,0.9992691874504088,,,100,0,false_positive
T_5fcdeaf7ccc2,lstm_post_e128_h128_d0.1,0,1,0.9909886717796326,,,308,0,false_positive
T_f3a0f651cfb3,lstm_post_e128_h128_d0.1,0,1,0.9912899732589722,,,411,0,false_positive
T_4867aa00a31a,lstm_post_e128_h128_d0.1,0,1,0.999320149421692,,,104,0,false_positive
T_146dea8316b3,lstm_post_e128_h128_d0.1,0,1,0.996453046798706,,,149,0,false_positive
T_9c7b061a6768,lstm_post_e128_h128_d0.1,0,1,0.9991996884346008,,,3103,0,false_positive
T_bad3b37d199b,lstm_post_e128_h128_d0.1,0,1,0.9995854496955872,,,449,0,false_positive
T_953105fb5447,lstm_post_e128_h128_d0.1,0,1,0.9991798996925354,,,379,0,false_positive
T_a21b529bf20e,lstm_post_e128_h128_d0.1,0,1,0.9997512698173524,,,1184,0,false_positive
T_e39bb7c44934,lstm_post_e128_h128_d0.1,0,1,0.9827156066894532,,,1066,0,false_positive
T_cc965a3d4b18,lstm_post_e128_h128_d0.1,0,1,0.9992127418518066,,,1893,0,false_positive
T_1e984e9154b8,lstm_post_e128_h128_d0.1,0,1,0.9963484406471252,,,428,0,false_positive
T_02e1518b6465,lstm_post_e128_h128_d0.1,0,1,0.999350607395172,,,295,0,false_positive
T_5aa0a39bef61,lstm_post_e128_h128_d0.1,0,1,0.9666315913200378,,,622,0,false_positive
T_3b0dcc33c708,lstm_post_e128_h128_d0.1,0,1,0.9810616374015808,,,569,0,false_positive
T_ef82578a6495,lstm_post_e128_h128_d0.1,0,1,0.9994576573371888,,,217,0,false_positive
T_d5bb891b9e05,lstm_post_e128_h128_d0.1,0,1,0.99905663728714,,,119,0,false_positive
T_a9eb76608c14,lstm_post_e128_h128_d0.1,0,1,0.9978013634681702,,,320,0,false_positive
T_35d55b9c7011,lstm_post_e128_h128_d0.1,0,1,0.9990039467811584,,,937,0,false_positive
T_d7cb8e7060fe,lstm_post_e128_h128_d0.1,0,1,0.9830324649810792,,,489,0,false_positive
T_853e620dfc21,lstm_post_e128_h128_d0.1,0,1,0.9830324649810792,,,489,0,false_positive
T_8ecbfc222108,lstm_post_e128_h128_d0.1,0,1,0.9881719946861268,,,121,0,false_positive
T_d507b087959a,lstm_post_e128_h128_d0.1,0,1,0.9994914531707764,,,141,0,false_positive
T_0a6620b55b6d,lstm_post_e128_h128_d0.1,0,1,0.9977079629898072,,,765,0,false_positive
T_5af816b1123f,lstm_post_e128_h128_d0.1,0,1,0.9990853071212769,,,868,0,false_positive
T_5c699271f365,lstm_post_e128_h128_d0.1,0,1,0.9994457364082336,,,93,0,false_positive
T_a7106e9a8834,lstm_post_e128_h128_d0.1,0,1,0.9992389678955078,,,215,0,false_positive
T_3ee8d8d73f4f,lstm_post_e128_h128_d0.1,0,1,0.9997509121894836,,,236,0,false_positive
T_e268b1925444,lstm_post_e128_h128_d0.1,0,1,0.9959612488746644,,,528,0,false_positive
T_ce4f0b19aefd,lstm_post_e128_h128_d0.1,0,1,0.9980711340904236,,,103,0,false_positive
T_21dab91e344c,lstm_post_e128_h128_d0.1,0,1,0.9991577863693236,,,354,0,false_positive
T_9f03fbce1c4f,lstm_post_e128_h128_d0.1,0,1,0.9992695450782776,,,883,0,false_positive
T_d0ffc047c620,lstm_post_e128_h128_d0.1,0,1,0.9998621940612792,,,752,0,false_positive
T_e96cf64f5e33,lstm_post_e128_h128_d0.1,0,1,0.9953941106796264,,,1322,0,false_positive
T_73ec7caa71e2,lstm_post_e128_h128_d0.1,0,1,0.9986262321472168,,,815,0,false_positive
T_8d0acbe0619f,lstm_post_e128_h128_d0.1,0,1,0.9991220831871032,,,149,0,false_positive
T_93c0b71215f9,lstm_post_e128_h128_d0.1,0,1,0.9992640614509584,,,1261,0,false_positive
T_fd58364c1814,lstm_post_e128_h128_d0.1,0,1,0.9991746544837952,,,243,0,false_positive
T_49ebf8644fba,lstm_post_e128_h128_d0.1,0,1,0.999528169631958,,,169,0,false_positive
T_424f19c10d21,lstm_post_e128_h128_d0.1,0,1,0.9991986155509948,,,2007,0,false_positive
T_6ee4d4bfc233,lstm_post_e128_h128_d0.1,0,1,0.9992126226425172,,,1219,0,false_positive
T_a8c42d2b6ad4,lstm_post_e128_h128_d0.1,0,1,0.9881719946861268,,,121,0,false_positive
T_4f3c5e657af3,lstm_post_e128_h128_d0.1,0,1,0.9994914531707764,,,141,0,false_positive
T_91c407b85e82,lstm_post_e128_h128_d0.1,0,1,0.982045829296112,,,140,0,false_positive
T_98aae3d807f1,lstm_post_e128_h128_d0.1,0,1,0.9804335236549376,,,153,0,false_positive
T_c53ecc8507a7,lstm_post_e128_h128_d0.1,0,1,0.9662284255027772,,,150,0,false_positive
T_5adb759e8068,lstm_post_e128_h128_d0.1,0,1,0.9993157386779784,,,520,0,false_positive
T_db08c232f39a,lstm_post_e128_h128_d0.1,0,1,0.9948548078536988,,,264,0,false_positive
T_9f0fa86fd2ea,lstm_post_e128_h128_d0.1,0,1,0.9923088550567628,,,114,0,false_positive
T_0fd4806bc8a1,lstm_post_e128_h128_d0.1,0,1,0.9957451224327089,,,2425,0,false_positive
T_99ff8137e8c2,lstm_post_e128_h128_d0.1,0,1,0.9992675185203552,,,93,0,false_positive
T_4c41c51ec15f,lstm_post_e128_h128_d0.1,0,1,0.9985957741737366,,,211,0,false_positive
T_2fea8f85be9f,lstm_post_e128_h128_d0.1,0,1,0.9994383454322816,,,104,0,false_positive
T_1f910a3bee43,lstm_post_e128_h128_d0.1,0,1,0.9994434714317322,,,128,0,false_positive
T_4fdf779e686b,lstm_post_e128_h128_d0.1,0,1,0.9995819926261902,,,306,0,false_positive
T_89d40dea07f3,lstm_post_e128_h128_d0.1,0,1,0.9998531341552734,,,2628,0,false_positive
T_47787bac74d7,lstm_post_e128_h128_d0.1,0,1,0.9958775043487548,,,1286,0,false_positive
T_e7d6d546c056,lstm_post_e128_h128_d0.1,0,1,0.9866575598716736,,,269,0,false_positive
T_0b1178581e49,lstm_post_e128_h128_d0.1,0,1,0.9987426400184632,,,813,0,false_positive
T_0ca9b061fc69,lstm_post_e128_h128_d0.1,0,1,0.9984866380691528,,,887,0,false_positive
T_4f686c759d46,lstm_post_e128_h128_d0.1,0,1,0.9993719458580016,,,143,0,false_positive
T_fd86f31590cc,lstm_post_e128_h128_d0.1,0,1,0.998543620109558,,,2311,0,false_positive
T_babc520a157a,lstm_post_e128_h128_d0.1,0,1,0.9965259432792664,,,106,0,false_positive
T_60e795777a41,lstm_post_e128_h128_d0.1,0,1,0.9971367120742798,,,337,0,false_positive
T_60a7f92b451b,lstm_post_e128_h128_d0.1,0,1,0.9998492002487184,,,1709,0,false_positive
T_2550b77b5d0c,lstm_post_e128_h128_d0.1,0,1,0.998909831047058,,,95,0,false_positive
T_bad99b2f623c,lstm_post_e128_h128_d0.1,0,1,0.9997349381446838,,,210,0,false_positive
T_b709a5f706ea,lstm_post_e128_h128_d0.1,0,1,0.9831979870796204,,,88,0,false_positive
T_ca38d569fb63,lstm_post_e128_h128_d0.1,0,1,0.9992393255233764,,,123,0,false_positive
T_dd846b1f95c9,lstm_post_e128_h128_d0.1,0,1,0.9993283748626708,,,107,0,false_positive
T_6fc350fd6550,lstm_post_e128_h128_d0.1,0,1,0.9998779296875,,,941,0,false_positive
T_78e1c1007553,lstm_post_e128_h128_d0.1,0,1,0.9991115927696228,,,256,0,false_positive
T_7e29a8c6b2fa,lstm_post_e128_h128_d0.1,0,1,0.9996216297149658,,,133,0,false_positive
T_539970f0314b,lstm_post_e128_h128_d0.1,0,1,0.9998216032981871,,,2284,0,false_positive
T_df2c13a70890,lstm_post_e128_h128_d0.1,0,1,0.980626106262207,,,166,0,false_positive
T_b9b42504e383,lstm_post_e128_h128_d0.1,0,1,0.9997732043266296,,,83,0,false_positive
T_c43f74ba5f26,lstm_post_e128_h128_d0.1,0,1,0.9985602498054504,,,251,0,false_positive
T_1d1431326d9f,lstm_post_e128_h128_d0.1,0,1,0.9977079629898072,,,765,0,false_positive
T_d3e2fd979885,lstm_post_e128_h128_d0.1,0,1,0.9965081810951232,,,132,0,false_positive
T_dc08a0ac4d9c,lstm_post_e128_h128_d0.1,0,1,0.9992607235908508,,,156,0,false_positive
T_6af3be78eac8,lstm_post_e128_h128_d0.1,0,1,0.9998781681060792,,,1104,0,false_positive
T_edbf3f979418,lstm_post_e128_h128_d0.1,0,1,0.9658543467521667,,,95,0,false_positive
T_0b040048c2c4,lstm_post_e128_h128_d0.1,0,1,0.9998331069946288,,,838,0,false_positive
T_c711a542eba8,lstm_post_e128_h128_d0.1,0,1,0.9995842576026917,,,2481,0,false_positive
T_b9d157d8115c,lstm_post_e128_h128_d0.1,0,1,0.9997798800468444,,,176,0,false_positive
T_80e988ad9d82,lstm_post_e128_h128_d0.1,0,1,0.9997249245643616,,,487,0,false_positive
T_97770c873afd,lstm_post_e128_h128_d0.1,0,1,0.997752010822296,,,110,0,false_positive
