trace_id,filepath,rel_path,source_split,split_origin,attack_family,attack_scenario,label,label_binary,length,sha1,is_empty,has_parse_error,parse_error,protocol,fold,split
T_06ffb8f7ae09,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_1\UAD-Adduser-1-2462.txt,Attack_Data_Master\Adduser_1\UAD-Adduser-1-2462.txt,attack,attack,Adduser,1.0,attack,1,821,0b8b359b224fd89b5e3004f6718237f80978c074,False,False,,protocol_cv_by_scenario,4,train
T_610426913502,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_1\UAD-Adduser-1-2783.txt,Attack_Data_Master\Adduser_1\UAD-Adduser-1-2783.txt,attack,attack,Adduser,1.0,attack,1,527,6cf3218fb006f84d45980c1f06a4e1661cf713db,False,False,,protocol_cv_by_scenario,4,train
T_0a5e31099356,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_1\UAD-Adduser-1-=1.txt,Attack_Data_Master\Adduser_1\UAD-Adduser-1-=1.txt,attack,attack,Adduser,1.0,attack,1,424,c0e201b11fd85168da39587ad7d2721f8af316d4,False,False,,protocol_cv_by_scenario,4,train
T_55b3bbf2aabb,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-1371.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-1371.txt,attack,attack,Adduser,2.0,attack,1,254,86889921133ae70452d465b8a19a44004cb5ceae,False,False,,protocol_cv_by_scenario,4,train
T_fd276905f99a,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-1613.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-1613.txt,attack,attack,Adduser,2.0,attack,1,559,a25c8682e678b9f6760b9a804c912eee8a4931fe,False,False,,protocol_cv_by_scenario,4,train
T_0b645bd27978,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-18548.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-18548.txt,attack,attack,Adduser,2.0,attack,1,124,3132bacab95038e1b834c9f2503385959f6ff938,False,False,,protocol_cv_by_scenario,4,train
T_86e49b0e77c2,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-2311.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-2311.txt,attack,attack,Adduser,2.0,attack,1,499,350589ee1e6a81d157b7be902f2cf720410f53ee,False,False,,protocol_cv_by_scenario,4,train
T_16d5acfb82ae,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-2377.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-2377.txt,attack,attack,Adduser,2.0,attack,1,1560,ab515575f6987164acad251f6565fb69f784ee36,False,False,,protocol_cv_by_scenario,4,train
T_9aec55828a27,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-2462.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-2462.txt,attack,attack,Adduser,2.0,attack,1,721,2d17e84094825376471787915fb17eac008b2440,False,False,,protocol_cv_by_scenario,4,train
T_4092b27b5412,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-2783.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-2783.txt,attack,attack,Adduser,2.0,attack,1,525,97ee8b4a488823fee874a7a43feb2eacd63e4c10,False,False,,protocol_cv_by_scenario,4,train
T_4f756b9592dd,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_2\UAD-Adduser-2-=1.txt,Attack_Data_Master\Adduser_2\UAD-Adduser-2-=1.txt,attack,attack,Adduser,2.0,attack,1,372,0ab98e09b2ccdd490bc366f55d23c27db8fe2c2a,False,False,,protocol_cv_by_scenario,4,train
T_a6a3197c8492,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-1371.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-1371.txt,attack,attack,Adduser,3.0,attack,1,309,7bf352386d9df82f1f95a11e2f6d8f70e42b5fd5,False,False,,protocol_cv_by_scenario,4,train
T_7734fed3eb86,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-1613.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-1613.txt,attack,attack,Adduser,3.0,attack,1,466,d15dc7890ef5fe47519f5bc6218c3da9d7caa0c2,False,False,,protocol_cv_by_scenario,4,train
T_08819bb4e5c2,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-18618.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-18618.txt,attack,attack,Adduser,3.0,attack,1,161,778e5b5e1cff61952e3d8ef02ac319f2e4b7a1a7,False,False,,protocol_cv_by_scenario,4,train
T_821293bac7c5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-2311.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-2311.txt,attack,attack,Adduser,3.0,attack,1,581,353b1249707ab36a10c25c49d0c61f31767b7248,False,False,,protocol_cv_by_scenario,4,train
T_b9ed1ab631ae,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-2377.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-2377.txt,attack,attack,Adduser,3.0,attack,1,439,352f71a8062627d106a8c47cbff52352ec00201e,False,False,,protocol_cv_by_scenario,4,train
T_8183f5e66efc,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-2462.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-2462.txt,attack,attack,Adduser,3.0,attack,1,780,52a08328f375d0818302668d9b92321e019b78a6,False,False,,protocol_cv_by_scenario,4,train
T_0a31ae6e518f,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-2783.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-2783.txt,attack,attack,Adduser,3.0,attack,1,384,b719c65e3843bf4cac38d50947866fbf3535f32b,False,False,,protocol_cv_by_scenario,4,train
T_84c45a416287,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_3\UAD-Adduser-3-=1.txt,Attack_Data_Master\Adduser_3\UAD-Adduser-3-=1.txt,attack,attack,Adduser,3.0,attack,1,434,d1cb57dd84bcff8b4063d67c4b1db0355b707db7,False,False,,protocol_cv_by_scenario,4,train
T_4a9777f87ad7,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-1371.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-1371.txt,attack,attack,Adduser,4.0,attack,1,218,6da588dba4e563a7b0f983b8c93669a73f18c670,False,False,,protocol_cv_by_scenario,4,val
T_86a21c7928ea,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-1613.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-1613.txt,attack,attack,Adduser,4.0,attack,1,693,c53c6a0d0e3c9b36e09b1658365d614c222e83d2,False,False,,protocol_cv_by_scenario,4,val
T_2d92c8ba8083,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-2311.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-2311.txt,attack,attack,Adduser,4.0,attack,1,623,29a9b43e5dfcb12412b420654fb95472367a656e,False,False,,protocol_cv_by_scenario,4,val
T_9459085c9605,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-2377.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-2377.txt,attack,attack,Adduser,4.0,attack,1,542,5701ce981b7b142e14117fb4b4eb313136a79eb0,False,False,,protocol_cv_by_scenario,4,val
T_64cafde4e19c,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-2462.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-2462.txt,attack,attack,Adduser,4.0,attack,1,988,e93c39774bd047229677b82482460892e09a89d5,False,False,,protocol_cv_by_scenario,4,val
T_98fe566cfae6,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-2783.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-2783.txt,attack,attack,Adduser,4.0,attack,1,488,cef2828c306b6628d413db45b623b61bda05369f,False,False,,protocol_cv_by_scenario,4,val
T_578cf1ad6e8b,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_4\UAD-Adduser-4-=1.txt,Attack_Data_Master\Adduser_4\UAD-Adduser-4-=1.txt,attack,attack,Adduser,4.0,attack,1,410,654aa706e17acff1432cfa33e92df356eb027d1c,False,False,,protocol_cv_by_scenario,4,val
T_a5498642e93e,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-1371.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-1371.txt,attack,attack,Adduser,5.0,attack,1,295,be4384859a1f42acbce67e9974e9f505810ca8f2,False,False,,protocol_cv_by_scenario,4,train
T_ad9b88f22497,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-1613.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-1613.txt,attack,attack,Adduser,5.0,attack,1,427,c1940b68568d54218d7c11886044f9c7cd190b9e,False,False,,protocol_cv_by_scenario,4,train
T_0239f9b5e0b5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-18714.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-18714.txt,attack,attack,Adduser,5.0,attack,1,172,5b29dbb636fddd95b8d5a7459467480ea20a69cf,False,False,,protocol_cv_by_scenario,4,train
T_7418655a11b1,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-2311.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-2311.txt,attack,attack,Adduser,5.0,attack,1,497,028b5c347db8fd8f68a3a6aee32d4b93787e5ffb,False,False,,protocol_cv_by_scenario,4,train
T_baa86d56eb52,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-2377.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-2377.txt,attack,attack,Adduser,5.0,attack,1,373,cbe390a6301ed5c268d5c832de96284a52fe65c0,False,False,,protocol_cv_by_scenario,4,train
T_44b077743a61,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-2462.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-2462.txt,attack,attack,Adduser,5.0,attack,1,888,20dbbea5655342046f6fe620058d404a971070e8,False,False,,protocol_cv_by_scenario,4,train
T_17d10e8a45fd,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-2783.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-2783.txt,attack,attack,Adduser,5.0,attack,1,370,1e6e00cff1153645deb1dcfca4ac3b3b66a308bb,False,False,,protocol_cv_by_scenario,4,train
T_f71feb5b79d7,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-961.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-961.txt,attack,attack,Adduser,5.0,attack,1,143,6f55de30d392195404b2445cd48269d57200a495,False,False,,protocol_cv_by_scenario,4,train
T_ad7329ae0f64,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-=1.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-=1.txt,attack,attack,Adduser,5.0,attack,1,371,9575f40828e8ee3f7dafac1790c584f23f56b7c2,False,False,,protocol_cv_by_scenario,4,train
T_e1f3ad3607e7,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_5\UAD-Adduser-5-=5738.txt,Attack_Data_Master\Adduser_5\UAD-Adduser-5-=5738.txt,attack,attack,Adduser,5.0,attack,1,75,b2a7704a023b9bb9f603f5646d94fa3a157209c0,False,False,,protocol_cv_by_scenario,4,train
T_33a32f3bee9b,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-1371.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-1371.txt,attack,attack,Adduser,6.0,attack,1,237,959e478fd64dee8057477d9603079c965255eb67,False,False,,protocol_cv_by_scenario,4,train
T_141062fdd47c,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-1613.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-1613.txt,attack,attack,Adduser,6.0,attack,1,480,260e6796469a8185624c9fb8201845d8e1044673,False,False,,protocol_cv_by_scenario,4,train
T_2442de1b6c60,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-18759.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-18759.txt,attack,attack,Adduser,6.0,attack,1,127,d770371c19ed298b1020796c15f3a7182ade95f1,False,False,,protocol_cv_by_scenario,4,train
T_e5af53fb4ed2,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-2311.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-2311.txt,attack,attack,Adduser,6.0,attack,1,394,18e4f62c0b2acd16f0226bdc5b86b71d8a0fc37f,False,False,,protocol_cv_by_scenario,4,train
T_2268b5700af7,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-2462.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-2462.txt,attack,attack,Adduser,6.0,attack,1,684,e46093deee4c6881b7df46d0c51c43449d4d7d57,False,False,,protocol_cv_by_scenario,4,train
T_803f83d11d52,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-2783.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-2783.txt,attack,attack,Adduser,6.0,attack,1,327,d03d16dd671398ebd8248be6b20a4efa4af83104,False,False,,protocol_cv_by_scenario,4,train
T_55b2ebd7dbf4,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-961.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-961.txt,attack,attack,Adduser,6.0,attack,1,158,a5bf6e515c3f1de56f89a21289341c9d8d770fcc,False,False,,protocol_cv_by_scenario,4,train
T_8c7392a83e9e,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_6\UAD-Adduser-6-=1.txt,Attack_Data_Master\Adduser_6\UAD-Adduser-6-=1.txt,attack,attack,Adduser,6.0,attack,1,367,81311826fe7da95f44d1d143726e0f2fd5dcb47a,False,False,,protocol_cv_by_scenario,4,train
T_b47af6a84ff5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-1371.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-1371.txt,attack,attack,Adduser,7.0,attack,1,217,47b08151cca84a739023d43ecc62372f59443618,False,False,,protocol_cv_by_scenario,4,train
T_164e01c606ea,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-1613.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-1613.txt,attack,attack,Adduser,7.0,attack,1,453,83dfe27ab2163c2b5330a5c26b13e156ec56cfbd,False,False,,protocol_cv_by_scenario,4,train
T_611c855e6987,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-18802.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-18802.txt,attack,attack,Adduser,7.0,attack,1,169,550accfc68ed49945591efb33f645b254594fb9c,False,False,,protocol_cv_by_scenario,4,train
T_0fab96c125df,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-2311.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-2311.txt,attack,attack,Adduser,7.0,attack,1,458,9bb105c1e979b181b89313fdf8ce9293516b6e75,False,False,,protocol_cv_by_scenario,4,train
T_7a53262b4d68,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-2462.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-2462.txt,attack,attack,Adduser,7.0,attack,1,695,2a60522934adde02b2f8b0b1564f84fad52db486,False,False,,protocol_cv_by_scenario,4,train
T_61493c7853f5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-2783.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-2783.txt,attack,attack,Adduser,7.0,attack,1,358,2943bd2b37687dff1b4633be7e5411407e9e8d93,False,False,,protocol_cv_by_scenario,4,train
T_b6330a29c772,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-961.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-961.txt,attack,attack,Adduser,7.0,attack,1,125,787f73bde0dd9975cf1aeb82c5b96fbbb82fb538,False,False,,protocol_cv_by_scenario,4,train
T_2852a60ee697,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_7\UAD-Adduser-7-=1.txt,Attack_Data_Master\Adduser_7\UAD-Adduser-7-=1.txt,attack,attack,Adduser,7.0,attack,1,431,99104afa6d8253a29e7d4dad58c93f4189501873,False,False,,protocol_cv_by_scenario,4,train
T_47adad838926,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_8\UAD-Adduser-8-1371.txt,Attack_Data_Master\Adduser_8\UAD-Adduser-8-1371.txt,attack,attack,Adduser,8.0,attack,1,273,8ea377249aef1b7e9bd8781c34b4b56951992e51,False,False,,protocol_cv_by_scenario,4,train
T_f8be9b4e1f81,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Attack_Data_Master\Adduser_8\UAD-Adduser-8-1613.txt,Attack_Data_Master\Adduser_8\UAD-Adduser-8-1613.txt,attack,attack,Adduser,8.0,attack,1,394,20f176e766b05980905c34fb820dd2eeeea1e604,False,False,,protocol_cv_by_scenario,4,train
